Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Morning,Lake,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (medium retrieve),Red craw & White/chartreuse,Windy gravel points & Secondary brush,3-6 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Afternoon,Lake,Fluke (jerk-pause) & Texas-rigged Lizard (slow drag),White pearl & Green pumpkin,Wind-blown flats & Shallow brush piles,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Evening,Lake,Chatterbait (slow retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Vegetation seams & Shallow flats,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Morning,Lake,Drop Shot Minnow (hover) & Fluke (twitch-pause),Ghost minnow & White pearl,Brush edges & Gravel humps,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Afternoon,Lake,Spinnerbait (slow roll) & Swim Jig (slow retrieve),White/chartreuse & Green pumpkin,Shallow flooded timber & Muddy pockets,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow cover & Vegetation lines,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Morning,Lake,Fluke (twitch-pause) & Swim Jig (slow retrieve),White & Green pumpkin,Shallow brushy banks & Gravel points,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Afternoon,Lake,Chatterbait (slow roll) & Wacky Rigged Senko (deadstick),Fire craw & Watermelon red,Muddy inflows & Shallow bushes,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (slow retrieve),Black & Bubblegum,Flooded grass edges & Brushy flats,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Morning,Lake,Texas-rigged Craw (lift-drop) & Spinnerbait (slow roll),Junebug & Chartreuse/white,Shallow brush piles & Muddy flats,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Afternoon,Lake,Swim Jig (slow retrieve) & Chatterbait (medium retrieve),Green pumpkin & Fire craw,Flooded brush & Vegetation seams,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Texas-rigged Creature Bait (drag),Black & Black/blue,Shallow vegetation mats & Brushy cover,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Morning,Lake,Spinnerbait (slow roll) & Floating Worm (pause-twitch),Chartreuse/white & Bubblegum,Muddy shallow cover & Backwater pockets,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Afternoon,Lake,Chatterbait (slow retrieve) & Swim Jig (steady retrieve),Fire craw & Green pumpkin,Flooded vegetation edges & Brush lines,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Evening,Lake,Topwater Frog (slow walk) & Buzzbait (slow retrieve),Black & Chartreuse/black,Shallow grass mats & Timber pockets,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Morning,Lake,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse black,Windy shallow banks & Gravel edges,3-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Afternoon,Lake,Chatterbait (slow roll) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Wind-blown vegetation flats & Flooded brush,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Windy shallow banks & Grass mats,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Morning,Lake,Spinnerbait (Colorado blade slow roll) & Texas-rigged Craw (lift-drop),Black neon & Junebug,Flooded brush piles & Vegetation seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Afternoon,Lake,Chatterbait (slow roll) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Muddy flooded edges & Brushy cover,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (slow twitch),Black & White pearl,Shallow cover & Vegetation pockets,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Morning,River,Fluke (jerk-pause) & Floating Worm (pause-twitch),White pearl & Bubblegum,Gravel points & Brushy seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Afternoon,River,Swim Jig (slow retrieve) & Spinnerbait (medium retrieve),Green pumpkin & White/chartreuse,Flooded brush & Vegetation lines,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Evening,River,Buzzbait (slow retrieve) & Fluke (twitch-pause),Black & White,Flooded grass pockets & Current breaks,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Morning,River,Wacky Rigged Senko (deadstick) & Drop Shot Worm (hover),Watermelon red & Green pumpkin,Brushy bends & Gravel flats,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Afternoon,River,Texas-rigged Lizard (slow drag) & Fluke (jerk-pause),Green pumpkin & White pearl,Shallow cover & Backwater eddies,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Evening,River,Swim Jig (slow retrieve) & Buzzbait (slow retrieve),Green pumpkin & Black,Current slack zones & Vegetation mats,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Morning,River,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse white,Windy seams & Gravel transitions,3-6 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Afternoon,River,Chatterbait (slow retrieve) & Fluke (pause-twitch),Fire craw & White,Flooded banks & Wind-blown points,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Evening,River,Buzzbait (slow retrieve) & Swim Jig (steady retrieve),Black & Green pumpkin,Shallow flooded edges & Grass beds,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Morning,River,Drop Shot Minnow (hover) & Fluke (jerk-twitch),Ghost minnow & White pearl,Flooded grass seams & Channel breaks,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Afternoon,River,Spinnerbait (slow roll) & Swim Jig (slow retrieve),White/chartreuse & Green pumpkin,Muddy banks & Vegetation edges,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Brushy flooded corners & Shallow cover,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Morning,River,Fluke (jerk-pause) & Swim Jig (slow retrieve),White & Green pumpkin,Backwater seams & Shallow brush lines,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Afternoon,River,Chatterbait (slow roll) & Spinnerbait (medium retrieve),Fire craw & Chartreuse white,Shallow inflow pockets & Grass lines,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Evening,River,Buzzbait (slow retrieve) & Topwater Frog (slow walk),Black & Chartreuse black,Flooded mats & Current slack water,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Morning,River,Texas-rigged Craw (lift-drop) & Swim Jig (slow retrieve),Junebug & Green pumpkin,Brushy banks & Current seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Afternoon,River,Chatterbait (slow retrieve) & Spinnerbait (medium retrieve),Fire craw & Chartreuse/white,Shallow wood & Muddy breaks,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Evening,River,Buzzbait (slow retrieve) & Fluke (twitch-pause),Black & White pearl,Shallow grass beds & Gravel seams,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Morning,River,Spinnerbait (Colorado blade slow roll) & Drop Shot Worm (hover),Chartreuse/black & Green pumpkin,Muddy banks & Flooded brush,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Afternoon,River,Texas-rigged Craw (drag) & Swim Jig (slow retrieve),Junebug & Green pumpkin,Brushy cover & Vegetation seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded brush edges & Shallow grass pockets,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Morning,River,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse black,Wind-blown cover & Gravel transitions,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Afternoon,River,Chatterbait (medium retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Muddy pockets & Brushy seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Evening,River,Buzzbait (slow retrieve) & Fluke (jerk-twitch),Black & White,Flooded grass flats & Windy pockets,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Morning,River,Spinnerbait (Colorado blade slow roll) & Texas-rigged Craw (lift-drop),Black neon & Junebug,Muddy banks & Timber seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Afternoon,River,Swim Jig (slow retrieve) & Chatterbait (slow roll),Green pumpkin & Fire craw,Backwater brush edges & Muddy points,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Evening,River,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded edges & Grass pockets,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Morning,Pond,Fluke (jerk-pause) & Floating Worm (pause-twitch),White pearl & Bubblegum,Shallow flats & Vegetation clumps,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Afternoon,Pond,Swim Jig (slow retrieve) & Texas-rigged Craw (lift-drop),Green pumpkin & Junebug,Flooded brush & Gravel edges,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Sunny,Evening,Pond,Buzzbait (slow retrieve) & Fluke (jerk-pause),White & Chartreuse,Flooded grass mats & Shallow cover,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Morning,Pond,Drop Shot Worm (hover) & Texas-rigged Lizard (slow drag),Watermelon red & Green pumpkin,Flooded brush lines & Vegetation pockets,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Afternoon,Pond,Spinnerbait (slow roll) & Fluke (twitch-pause),White/chartreuse & Ghost shad,Muddy flats & Timber edges,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Cloudy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass seams & Brushy corners,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Morning,Pond,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (medium retrieve),Red craw & White/chartreuse,Wind-blown flats & Shallow brush,3-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Afternoon,Pond,Chatterbait (slow retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Flooded edges & Brush piles,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Windy,Evening,Pond,Buzzbait (slow retrieve) & Fluke (twitch-pause),Black & White pearl,Shallow windy pockets & Vegetation seams,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Morning,Pond,Texas-rigged Craw (lift-drop) & Drop Shot Worm (hover),Junebug & Green pumpkin,Brushy cover & Gravel seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Afternoon,Pond,Spinnerbait (slow roll) & Fluke (twitch-pause),Chartreuse/white & White,Shallow flooded cover & Vegetation lines,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,Rainy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded edges & Shallow mats,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Morning,Pond,Swim Jig (slow retrieve) & Fluke (pause-twitch),Green pumpkin & White,Flooded corners & Grass lines,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Afternoon,Pond,Chatterbait (slow roll) & Texas-rigged Craw (drag),Fire craw & Junebug,Muddy flats & Shallow brush,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Clear,After Rain,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded mats & Brushy seams,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Morning,Pond,Spinnerbait (Colorado blade slow roll) & Fluke (pause-twitch),Chartreuse/black & White pearl,Flooded timber & Muddy flats,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Afternoon,Pond,Swim Jig (slow retrieve) & Texas-rigged Craw (drag),Green pumpkin & Junebug,Brushy shallow edges & Grass seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Sunny,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow cover & Flooded edges,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Morning,Pond,Spinnerbait (slow roll) & Texas-rigged Creature Bait (drag),Chartreuse white & Junebug,Backwater seams & Flooded brush,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Afternoon,Pond,Chatterbait (slow roll) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Shallow grass beds & Gravel seams,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Cloudy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow flooded corners & Grass clumps,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Morning,Pond,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (medium retrieve),Red craw & Chartreuse/white,Windy shallow cover & Vegetation edges,3-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Afternoon,Pond,Chatterbait (slow retrieve) & Swim Jig (steady retrieve),Fire craw & Green pumpkin,Flooded brushy flats & Vegetation mats,2-5 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Windy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Wind-blown shallow pockets & Grass lines,1-3 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Morning,Pond,Spinnerbait (Colorado blade slow roll) & Texas-rigged Craw (drag),Chartreuse/black & Junebug,Muddy grass lines & Flooded cover,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Afternoon,Pond,Swim Jig (slow retrieve) & Fluke (pause-twitch),Green pumpkin & White pearl,Brushy flats & Muddy seams,2-4 feet
Largemouth Bass,Spawn,Warm (65-72F),Stained,Rainy,Evening,Pond,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow flooded banks & Brushy edges,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Sunny,Morning,Lake,Topwater Popper (pause-pause-twitch) & Fluke (twitch-pause),White & Ghost shad,Fry balls near docks & Gravel flats,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Sunny,Afternoon,Lake,Texas-rigged Worm (slow drag) & Swim Jig (slow retrieve),Green pumpkin & Watermelon red,Secondary points & Brush piles,4-8 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Fluke (slow twitch),Black & White,Flooded grass & Shallow pockets,1-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Cloudy,Morning,Lake,Topwater Walking Bait (walk-the-dog) & Wacky Rigged Senko (deadstick),Bone & Green pumpkin,Shoreline fry cover & Gravel seams,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Cloudy,Afternoon,Lake,Spinnerbait (slow roll) & Texas-rigged Craw (drag),White/chartreuse & Junebug,Brushy drop-offs & Long points,4-7 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Weightless Fluke (pause-twitch),Black & Pearl,Vegetation edges & Docks,1-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Windy,Morning,Lake,Chatterbait (medium retrieve) & Texas-rigged Worm (lift-drop),Fire craw & Green pumpkin,Wind-blown pockets & Secondary ledges,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Windy,Afternoon,Lake,Spinnerbait (slow roll) & Crankbait (medium diving),White/chartreuse & Sexy shad,Gravel points & Windy bluff edges,4-8 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Windy,Evening,Lake,Fluke (twitch-pause) & Swim Jig (slow retrieve),White pearl & Green pumpkin,Wind-blown flats & Vegetation seams,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Rainy,Morning,Lake,Drop Shot Worm (hover) & Ned Rig (drag),Green pumpkin & Junebug,Brushy mid-depth pockets & Gravel transitions,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Rainy,Afternoon,Lake,Jerkbait (pause-pause-twitch) & Texas-rigged Craw (lift-drop),Ghost minnow & Junebug,Brush piles near fry & Ledge drops,4-8 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,Rainy,Evening,Lake,Fluke (slow twitch) & Wacky Rigged Senko (deadstick),White pearl & Watermelon red,Flooded cover & Secondary flats,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,After Rain,Morning,Lake,Topwater Popper (pause-pause-twitch) & Fluke (twitch-pause),Bone & Ghost shad,Fry balls near brush & Gravel seams,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,After Rain,Afternoon,Lake,Spinnerbait (slow roll) & Texas-rigged Worm (drag),White/chartreuse & Green pumpkin,Flooded brush & Mid-depth transitions,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Clear,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (twitch-pause),Black & Bubblegum,Flooded grass mats & Brushy pockets,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Sunny,Morning,Lake,Spinnerbait (slow roll) & Texas-rigged Craw (lift-drop),Chartreuse/white & Junebug,Fry cover near flooded brush & Docks,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Sunny,Afternoon,Lake,Crankbait (medium diving) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Secondary ledges & Long points,4-8 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White pearl,Flooded vegetation & Backwater pockets,1-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Cloudy,Morning,Lake,Topwater Popper (pause-twitch) & Spinnerbait (slow roll),Bone & White/chartreuse,Gravel banks & Shallow fry cover,1-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Cloudy,Afternoon,Lake,Chatterbait (slow retrieve) & Texas-rigged Craw (drag),Fire craw & Junebug,Muddy cover near fry & Timber edges,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (jerk-twitch),Black & Pearl,Backwater seams & Flooded brush,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Windy,Morning,Lake,Spinnerbait (Colorado blade slow roll) & Texas-rigged Worm (drag),Chartreuse/black & Junebug,Flooded cover & Wind-blown transitions,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Windy,Afternoon,Lake,Lipless Crankbait (yo-yo retrieve) & Swim Jig (slow retrieve),Red craw & Green pumpkin,Wind-blown points & Mid-depth brush,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Windy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (twitch-pause),Black & White,Flooded vegetation & Fry balls near timber,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Rainy,Morning,Lake,Drop Shot Worm (hover) & Wacky Rigged Senko (deadstick),Green pumpkin & Watermelon red,Backwater grass & Brushy seams,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Rainy,Afternoon,Lake,Crankbait (medium diving) & Texas-rigged Craw (lift-drop),Sexy shad & Junebug,Mid-depth timber & Gravel slopes,4-8 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Shallow flooded corners & Grass mats,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,After Rain,Morning,Lake,Fluke (jerk-pause) & Spinnerbait (slow roll),White & Chartreuse/white,Flooded brush & Gravel transitions,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,After Rain,Afternoon,Lake,Texas-rigged Worm (slow drag) & Chatterbait (medium retrieve),Junebug & Fire craw,Shallow flooded timber & Drop edges,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Stained,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White pearl,Flooded vegetation lines & Brushy back pockets,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Morning,Lake,Chatterbait (slow retrieve) & Texas-rigged Creature Bait (lift-drop),Black/blue & Junebug,Shallow grass edges & Brush piles,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Afternoon,Lake,Spinnerbait (Colorado blade slow roll) & Swim Jig (slow retrieve),Chartreuse/black & Green pumpkin,Flooded brush & Muddy drop-offs,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded mats & Shady bank seams,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Morning,Lake,Chatterbait (slow retrieve) & Spinnerbait (slow roll),Fire craw & White/chartreuse,Shallow grass pockets & Timber edges,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Afternoon,Lake,Texas-rigged Craw (drag) & Swim Jig (steady retrieve),Junebug & Black/blue,Muddy shallow breaks & Brushy flats,3-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Chatterbait (slow retrieve),Black & Fire craw,Flooded timber edges & Shallow seams,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Morning,Lake,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse/black,Wind-blown muddy banks & Secondary brush,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Afternoon,Lake,Chatterbait (medium retrieve) & Texas-rigged Creature Bait (drag),Fire craw & Junebug,Windy flooded timber & Grass seams,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Evening,Lake,Buzzbait (slow retrieve) & Swim Jig (slow retrieve),Black & Green pumpkin,Windy cover edges & Brushy pockets,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Rainy,Morning,Lake,Spinnerbait (slow roll) & Texas-rigged Craw (lift-drop),White/chartreuse & Junebug,Shallow brush transitions & Muddy points,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Rainy,Afternoon,Lake,Chatterbait (slow retrieve) & Swim Jig (steady retrieve),Fire craw & Green pumpkin,Muddy creek arms & Brush piles,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Rainy,Evening,Lake,Buzzbait (slow retrieve) & Texas-rigged Craw (drag),Black & Junebug,Flooded backwaters & Vegetation mats,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,After Rain,Morning,Lake,Spinnerbait (slow roll) & Swim Jig (slow retrieve),Chartreuse/white & Green pumpkin,Muddy flats & Flooded brush edges,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,After Rain,Afternoon,Lake,Chatterbait (slow roll) & Texas-rigged Creature Bait (lift-drop),Fire craw & Junebug,Flooded banks & Shady pockets,2-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,After Rain,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded grass corners & Vegetation mats,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Morning,Lake,Texas-rigged Craw (drag) & Spinnerbait (slow roll),Junebug & Chartreuse/black,Brushy points & Muddy banks,3-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Afternoon,Lake,Chatterbait (slow retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Muddy drops & Brushy cover,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Sunny,Evening,Lake,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White pearl,Flooded cover & Fry ball pockets,1-4 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Morning,Lake,Spinnerbait (slow roll) & Texas-rigged Worm (lift-drop),Chartreuse/white & Junebug,Muddy points & Shallow brush,3-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Afternoon,Lake,Chatterbait (slow retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Flooded seams & Vegetation edges,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Cloudy,Evening,Lake,Buzzbait (slow retrieve) & Floating Worm (pause-twitch),Black & Bubblegum,Flooded backwaters & Timber seams,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Morning,Lake,Lipless Crankbait (yo-yo retrieve) & Spinnerbait (slow roll),Red craw & Chartreuse black,Wind-blown brush & Gravel transitions,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Afternoon,Lake,Chatterbait (medium retrieve) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Flooded windy banks & Cover breaks,2-5 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Windy,Evening,Lake,Buzzbait (slow retrieve) & Fluke (pause-twitch),Black & White,Flooded grass & Muddy flats,1-3 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Rainy,Morning,Lake,Spinnerbait (slow roll) & Texas-rigged Craw (lift-drop),White/chartreuse & Junebug,Muddy transitions & Flooded cover,3-6 feet
Largemouth Bass,Post-Spawn,Mild (65-70F),Murky,Rainy,Afternoon,Lake,Chatterbait (slow roll) & Swim Jig (slow retrieve),Fire craw & Green pumpkin,Flooded wood & Grass patches,2-5 feet
