Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Bluegill,Spawn,Warm (75-85F),Murky,Cloudy,Afternoon,Pond,Beetle spin (steady) & Worm under slip bobber (still),Black/blue & Natural,Flat timber beds & Weed gaps,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Cloudy,Evening,Pond,Worm on jighead (hop) & Waxworm under bobber (twitch),Pumpkinseed & Pink,Muddy bottoms & Shady cover,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Morning,Pond,Tiny crankbait (pause-pull) & Cricket under bobber (drift),Firetiger & Chartreuse,Wind-sheltered grass & Flats,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Afternoon,Pond,Worm under bobber (still) & Curl tail grub (hop-hop),Natural & Chartreuse,Shallow seams & Vegetation ends,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Evening,Pond,Inline spinner (slow roll) & Spoon (flutter),Silver & Black,Flooded grass & Brushy beds,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Morning,Pond,Cricket under bobber (twitch) & Waxworm under bobber (still),Orange & White,Backwater brush & Timber seams,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Afternoon,Pond,Curl tail grub (slow roll) & Worm under bobber (drift),Chartreuse & Pumpkin,Muddy beds & Grass lips,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Evening,Pond,Beetle spin (steady) & Spoon (flutter),Black/yellow & Chrome,Brush piles & Soft-bottom drop-offs,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Morning,Pond,Inline spinner (slow roll) & Cricket under bobber (drift),Gold & Chartreuse,Creek mouth zones & Flats,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Afternoon,Pond,Worm on jighead (drag) & Waxworm under bobber (twitch),Pumpkin & Bubblegum,Shallow brush & Timber flats,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Evening,Pond,Tiny swimbait (steady) & Curl tail grub (hop),Smoke & Chartreuse,Spawning beds & Grass-covered dips,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Sunny,Morning,River,Cricket under bobber (drift) & Inline spinner (slow roll),Natural brown & Gold,Eddy seams & Gravel banks,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Sunny,Afternoon,River,Worm under bobber (still) & Beetle spin (steady),Pumpkin & Chartreuse,Slackwater beds & Brushy breaks,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Sunny,Evening,River,Waxworm under bobber (drift) & Curl tail grub (hop),Pink & White,Flooded roots & Shaded seams,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Cloudy,Morning,River,Curl tail grub (drag) & Spoon (flutter),Chartreuse & Chrome,Backwater pockets & Rock flats,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Cloudy,Afternoon,River,Inline spinner (steady) & Cricket under bobber (twitch),Silver & Orange,Brushy coves & Weed seams,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Cloudy,Evening,River,Worm under slip bobber (still) & Waxworm on jighead (drag),Pumpkinseed & Pink,Grassy flats & Sand beds,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Windy,Morning,River,Beetle spin (slow roll) & Worm under bobber (drift),Chartreuse/black & White,Calm channel corners & Brush lines,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Windy,Afternoon,River,Tiny crankbait (pause-pull) & Waxworm under bobber (still),Firetiger & Natural,Flooded grass & Erosion shelves,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Windy,Evening,River,Cricket under bobber (drift) & Curl tail grub (hop),Black/yellow & Green pumpkin,Timber shade & Inside bends,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Rainy,Morning,River,Waxworm under bobber (twitch) & Spoon (flutter),Pink & Chrome,Creek mouths & Undercut banks,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,Rainy,Afternoon,River,Inline spinner (slow roll) & Worm on jighead (drag),Gold & Pumpkin,Flat brush zones & Dock lines,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,Rainy,Evening,River,Beetle spin (steady) & Worm under bobber (still),White & Chartreuse,Brushy breaks & Gravel pockets,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,After Rain,Morning,River,Cricket under bobber (twitch) & Spoon (flutter),Orange & Chrome,Flooded grass beds & Slack cuts,1-2 feet
Bluegill,Spawn,Mild (70-75F),Clear,After Rain,Afternoon,River,Worm under bobber (drift) & Inline spinner (steady),Natural & Chartreuse,Mud-bottom pools & Tree lines,2-3 feet
Bluegill,Spawn,Mild (70-75F),Clear,After Rain,Evening,River,Tiny swimbait (steady) & Waxworm under bobber (drift),Smoke & White,Eddy outlets & Rock transitions,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,Sunny,Morning,River,Cricket under bobber (twitch) & Beetle spin (slow roll),Natural brown & Chartreuse,Gravel transitions & Brushy cover,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Sunny,Afternoon,River,Curl tail grub (hop) & Worm under bobber (still),Pumpkin & Chartreuse,Eroded flats & Shady seams,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Sunny,Evening,River,Inline spinner (slow roll) & Waxworm under bobber (drift),Gold & Pink,Flat eddies & Flooded trees,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,Cloudy,Morning,River,Worm on jighead (hop-hop) & Spoon (flutter),Pumpkinseed & Chrome,Nearshore cover & Creek pockets,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Cloudy,Afternoon,River,Beetle spin (steady) & Cricket under bobber (twitch),Black & Orange,Slackwater bends & Brush seams,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Cloudy,Evening,River,Waxworm under bobber (drift) & Inline spinner (slow roll),Pink & Silver,Backwater breaks & Shaded roots,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,Windy,Morning,River,Curl tail grub (slow roll) & Worm under bobber (still),Green pumpkin & Chartreuse,Grassy ends & Mud-bottom bays,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,Windy,Afternoon,River,Inline spinner (slow roll) & Cricket under bobber (twitch),Silver & Natural,Flooded timber & Dock shade,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,Windy,Evening,River,Beetle spin (slow roll) & Worm under bobber (drift),Chartreuse & Bubblegum,Flat seams & Vegetation cover,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Rainy,Morning,River,Cricket under bobber (twitch) & Curl tail grub (hop),Orange & White,Flooded laydowns & Channel lips,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Rainy,Afternoon,River,Worm under bobber (still) & Spoon (flutter),Natural & Chrome,Brushy slackwater & Shaded flats,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,Rainy,Evening,River,Waxworm on jighead (hop) & Inline spinner (steady),Pink & Chartreuse,Flooded banks & Grass lines,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,After Rain,Morning,River,Tiny crankbait (pause-pull) & Worm under bobber (still),Firetiger & Pumpkin,Backwater points & Flat pockets,2-3 feet
Bluegill,Spawn,Warm (75-85F),Clear,After Rain,Afternoon,River,Cricket under bobber (drift) & Beetle spin (slow roll),Chartreuse & Black,Muddy beds & Creek seams,1-2 feet
Bluegill,Spawn,Warm (75-85F),Clear,After Rain,Evening,River,Curl tail grub (slow roll) & Spoon (flutter),Chartreuse & Chrome,Slackwater eddies & Brushy dips,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,Sunny,Morning,River,Worm under bobber (still) & Curl tail grub (drag),Chartreuse & Black,Eddy flats & Vegetation seams,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Sunny,Afternoon,River,Inline spinner (slow roll) & Cricket under bobber (twitch),Gold & Orange,Backwater banks & Gravel lips,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Sunny,Evening,River,Beetle spin (steady) & Waxworm under bobber (drift),Black/yellow & Pink,Flooded wood & Mud-bottom shelves,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,Cloudy,Morning,River,Curl tail grub (hop-hop) & Worm on jighead (drag),Pumpkin & Chartreuse,Brush seams & Creek mouths,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Cloudy,Afternoon,River,Waxworm under bobber (twitch) & Inline spinner (steady),Pink & Gold,Shaded timber & Vegetation points,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,Cloudy,Evening,River,Tiny crankbait (pause-pull) & Spoon (flutter),Firetiger & Chrome,Grass pockets & Shallow flats,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Windy,Morning,River,Cricket under bobber (drift) & Curl tail grub (drag),Orange & Chartreuse,Slack corners & Undercut roots,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Windy,Afternoon,River,Beetle spin (slow roll) & Worm under bobber (still),Black & Natural,Muddy seams & Timber lines,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,Windy,Evening,River,Worm on jighead (hop) & Waxworm under bobber (drift),Pumpkinseed & White,Erosion shelves & Flat brush,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,Rainy,Morning,River,Curl tail grub (drag) & Inline spinner (slow roll),Chartreuse/black & Gold,Slackwater bays & Dock cover,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Rainy,Afternoon,River,Worm under bobber (drift) & Spoon (flutter),Natural brown & Chrome,Flooded brush & Vegetation mats,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,Rainy,Evening,River,Cricket under bobber (light twitch) & Beetle spin (steady),Orange & Chartreuse,Brush flats & Gravel transitions,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,After Rain,Morning,River,Inline spinner (steady) & Worm under bobber (still),Silver & Chartreuse,Mud-bottom eddies & Shady seams,2-3 feet
Bluegill,Spawn,Mild (70-75F),Stained,After Rain,Afternoon,River,Waxworm under bobber (drift) & Cricket under bobber (twitch),Pink & Orange,Shallow cuts & Tree ends,1-2 feet
Bluegill,Spawn,Mild (70-75F),Stained,After Rain,Evening,River,Curl tail grub (hop) & Spoon (flutter),Chartreuse & Chrome,Flooded grass & Timber edges,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Sunny,Morning,River,Worm on jighead (lift-drop) & Inline spinner (slow roll),Pumpkin & Chartreuse,Eddy outlets & Gravel beds,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,Sunny,Afternoon,River,Cricket under bobber (twitch) & Beetle spin (slow roll),Orange & White,Shallow timber flats & Brushy lines,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,Sunny,Evening,River,Worm under bobber (still) & Waxworm under bobber (drift),Natural & Pink,Flooded brush & Mud flats,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Cloudy,Morning,River,Inline spinner (slow roll) & Curl tail grub (drag),Gold & Bubblegum,Vegetation beds & Stump cover,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,Cloudy,Afternoon,River,Waxworm on jighead (hop) & Worm under bobber (drift),Pink & Chartreuse,Rock seams & Shaded pockets,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Cloudy,Evening,River,Tiny crankbait (pause-pull) & Cricket under bobber (drift),Firetiger & Yellow,Creek inlets & Mud-bottom edges,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Windy,Morning,River,Worm under slip bobber (still) & Beetle spin (slow roll),Pumpkinseed & Chartreuse,Slackwater ends & Gravel breaks,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,Windy,Afternoon,River,Cricket under bobber (twitch) & Spoon (flutter),Black & Chrome,Shallow cuts & Timber seams,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Windy,Evening,River,Waxworm under bobber (drift) & Curl tail grub (hop),Pink & White,Flooded points & Soft-bottom flats,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Rainy,Morning,River,Inline spinner (slow roll) & Worm on jighead (drag),Silver/black & Pumpkin,Brushy breaks & Flat seams,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,Rainy,Afternoon,River,Tiny swimbait (steady) & Worm under bobber (still),Smoke & Chartreuse,Creek mouths & Muddy shelves,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,Rainy,Evening,River,Beetle spin (steady) & Cricket under bobber (twitch),White & Chartreuse,Vegetation seams & Gravel lips,1-2 feet
Bluegill,Spawn,Warm (75-85F),Stained,After Rain,Morning,River,Worm under bobber (still) & Spoon (flutter),Natural brown & Chrome,Slackwater beds & Brushy ledges,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,After Rain,Afternoon,River,Curl tail grub (slow roll) & Waxworm under bobber (twitch),Chartreuse & Pink,Mud-bottom channels & Tree shade,2-3 feet
Bluegill,Spawn,Warm (75-85F),Stained,After Rain,Evening,River,Inline spinner (slow roll) & Worm on jighead (hop),Gold & Bubblegum,Flat pockets & Dock seams,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Sunny,Morning,River,Worm under bobber (still) & Curl tail grub (drag),Black/blue & Chartreuse,Slackwater pockets & Brush seams,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,Sunny,Afternoon,River,Beetle spin (steady) & Cricket under bobber (twitch),Orange & Chartreuse,Backwater brush & Shaded cuts,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,Sunny,Evening,River,Waxworm under bobber (drift) & Inline spinner (slow roll),Pink & Gold,Muddy seams & Flooded stumps,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Cloudy,Morning,River,Curl tail grub (hop) & Worm on jighead (drag),Chartreuse/black & Natural,Flooded banks & Grass tips,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,Cloudy,Afternoon,River,Cricket under bobber (light twitch) & Spoon (flutter),Orange & Chrome,Eroded edges & Shallow flats,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Cloudy,Evening,River,Beetle spin (slow roll) & Waxworm under bobber (drift),Black/yellow & White,Weed walls & Timber edges,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Windy,Morning,River,Inline spinner (slow roll) & Worm under bobber (still),Silver/black & Chartreuse,Slack seams & Vegetation pockets,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Windy,Afternoon,River,Cricket under bobber (drift) & Curl tail grub (drag),Orange & Green pumpkin,Muddy flats & Root clusters,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,Windy,Evening,River,Waxworm on jighead (hop-hop) & Beetle spin (steady),Pink & Chartreuse,Flooded logs & Erosion dips,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Rainy,Morning,River,Worm under bobber (still) & Spoon (flutter),Natural & Chrome,Flooded limbs & Dock cover,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,Rainy,Afternoon,River,Inline spinner (steady) & Worm on jighead (drag),Gold & Pumpkin,Slackwater banks & Brushy shelves,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,Rainy,Evening,River,Curl tail grub (hop) & Waxworm under bobber (drift),Chartreuse & Pink,Channel cuts & Timber ends,2-3 feet
Bluegill,Spawn,Mild (70-75F),Murky,After Rain,Morning,River,Beetle spin (slow roll) & Cricket under bobber (twitch),Black & Orange,Backwater cover & Vegetation lips,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,After Rain,Afternoon,River,Cricket on jighead (hop) & Worm under bobber (drift),Pumpkinseed & Chartreuse,Flat stumps & Grass dips,1-2 feet
Bluegill,Spawn,Mild (70-75F),Murky,After Rain,Evening,River,Inline spinner (slow roll) & Waxworm under bobber (still),Silver & Bubblegum,Flooded grass & Soft seams,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Sunny,Morning,River,Worm on jighead (hop-hop) & Beetle spin (slow roll),Black/blue & Chartreuse,Shaded pockets & Gravel shelves,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Sunny,Afternoon,River,Curl tail grub (drag) & Waxworm under bobber (drift),Chartreuse & Pink,Eroded flats & Slack seams,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Sunny,Evening,River,Inline spinner (slow roll) & Spoon (flutter),Firetiger & Chrome,Vegetation edges & Brushy lips,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Cloudy,Morning,River,Cricket under bobber (twitch) & Worm under bobber (still),Orange & White,Flooded brush & Timber tips,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Cloudy,Afternoon,River,Worm under slip bobber (still) & Curl tail grub (hop),Pumpkin & Chartreuse,Muddy bottom flats & Root ends,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Cloudy,Evening,River,Beetle spin (steady) & Waxworm on jighead (drag),Pink & Silver,Brush piles & Slackwater transitions,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Morning,River,Inline spinner (steady) & Worm under bobber (still),Gold & White,Grassy seams & Shallow flats,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Afternoon,River,Cricket under bobber (drift) & Beetle spin (slow roll),Black/yellow & Chartreuse,Flat cuts & Grass beds,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Windy,Evening,River,Curl tail grub (drag) & Worm under bobber (twitch),Green pumpkin & Orange,Muddy transitions & Timber edges,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Morning,River,Worm under bobber (still) & Spoon (flutter),Natural & Chrome,Flooded cover & Erosion lips,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Afternoon,River,Inline spinner (slow roll) & Cricket under bobber (twitch),Gold & Chartreuse,Grassy pockets & Creek inlets,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,Rainy,Evening,River,Waxworm under bobber (drift) & Curl tail grub (hop),Pink & White,Brushy cover & Timber flats,2-3 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Morning,River,Beetle spin (slow roll) & Spoon (flutter),Chartreuse & Chrome,Slackwater ends & Shallow shelves,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Afternoon,River,Cricket under bobber (drift) & Waxworm under bobber (still),Orange & Pink,Flooded grass & Shaded bends,1-2 feet
Bluegill,Spawn,Warm (75-85F),Murky,After Rain,Evening,River,Inline spinner (slow roll) & Curl tail grub (drag),Silver & Green pumpkin,Flat brush beds & Mud seams,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Sunny,Morning,Lake,Inline spinner (steady) & Worm under bobber (still),Natural & Chartreuse,Weed edges & Gravel flats,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Sunny,Afternoon,Lake,Curl tail grub (drag) & Beetle spin (slow roll),Green pumpkin & Gold,Brush piles & Deeper grass beds,3-5 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Sunny,Evening,Lake,Waxworm under bobber (drift) & Tiny crankbait (pause-pull),Pink & Silver,Dock shade & Mud-bottom seams,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Cloudy,Morning,Lake,Cricket under bobber (twitch) & Inline spinner (slow roll),Natural brown & Gold,Shallow brush flats & Gravel lips,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Cloudy,Afternoon,Lake,Worm on jighead (hop-hop) & Curl tail grub (drag),Pumpkinseed & Chartreuse,Timber edges & Brushy pockets,3-5 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Cloudy,Evening,Lake,Beetle spin (steady) & Worm under bobber (still),Chartreuse & White,Flooded timber & Vegetation walls,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Windy,Morning,Lake,Curl tail grub (slow roll) & Waxworm under bobber (twitch),Chartreuse & Pink,Wind-blown points & Grass flats,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Windy,Afternoon,Lake,Tiny crankbait (pause-pull) & Cricket under bobber (drift),Firetiger & Orange,Muddy slopes & Dock posts,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Windy,Evening,Lake,Inline spinner (slow roll) & Worm under bobber (drift),Gold & Pumpkin,Gravel transitions & Shady brush,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Rainy,Morning,Lake,Worm under slip bobber (still) & Beetle spin (slow roll),Natural & Chartreuse,Grass seams & Rock points,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Rainy,Afternoon,Lake,Beetle spin (steady) & Waxworm under bobber (drift),White & Pink,Flooded stumps & Timber beds,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,Rainy,Evening,Lake,Cricket under bobber (twitch) & Curl tail grub (hop),Black/yellow & Chartreuse,Mud-bottom shelves & Gravel dips,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,After Rain,Morning,Lake,Inline spinner (slow roll) & Worm on jighead (drag),Silver & Green pumpkin,Weed corners & Brush piles,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,After Rain,Afternoon,Lake,Waxworm under bobber (drift) & Spoon (flutter),Pink & Chrome,Dock shadows & Sand flats,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Clear,After Rain,Evening,Lake,Tiny crankbait (pause-pull) & Worm under bobber (still),Firetiger & Natural brown,Shady grass beds & Gravel lips,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Sunny,Morning,Lake,Worm on jighead (hop-hop) & Beetle spin (steady),Pumpkin & Chartreuse,Grass edges & Timber zones,3-5 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Sunny,Afternoon,Lake,Curl tail grub (drag) & Inline spinner (slow roll),Chartreuse & Gold,Brushy channels & Dock pilings,3-5 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Sunny,Evening,Lake,Cricket under bobber (drift) & Spoon (flutter),Orange & Chrome,Shallow drops & Weed pockets,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Cloudy,Morning,Lake,Waxworm on jighead (lift-drop) & Worm under bobber (still),Pink & Natural,Timber lines & Gravel seams,3-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Cloudy,Afternoon,Lake,Beetle spin (slow roll) & Curl tail grub (hop),Chartreuse/black & Pumpkin,Mud-bottom breaks & Flat grass beds,3-5 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Cloudy,Evening,Lake,Inline spinner (slow roll) & Worm under slip bobber (still),Silver & White,Shaded channels & Brushy slopes,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Windy,Morning,Lake,Cricket under bobber (twitch) & Beetle spin (slow roll),Natural brown & Chartreuse,Windswept seams & Rock shelves,3-5 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Windy,Afternoon,Lake,Curl tail grub (drag) & Waxworm under bobber (still),Green pumpkin & Pink,Flooded wood & Mud transitions,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Windy,Evening,Lake,Inline spinner (steady) & Worm on jighead (hop),Gold & Chartreuse,Backwater brush & Weed gaps,3-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Rainy,Morning,Lake,Worm under bobber (drift) & Spoon (flutter),Pumpkinseed & Chrome,Shallow ledges & Grass cuts,3-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Rainy,Afternoon,Lake,Tiny crankbait (pause-pull) & Cricket under bobber (drift),Firetiger & Orange,Flat brush & Gravel points,2-3 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,Rainy,Evening,Lake,Worm under slip bobber (still) & Waxworm under bobber (twitch),Natural & Chartreuse,Shady cover & Sandy pockets,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,After Rain,Morning,Lake,Beetle spin (steady) & Curl tail grub (drag),Chartreuse & Black,Vegetation walls & Timber seams,3-5 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,After Rain,Afternoon,Lake,Worm on jighead (lift-drop) & Inline spinner (slow roll),Pumpkin & Silver,Shallow transitions & Grass lines,2-4 feet
Bluegill,Post-Spawn,Hot (85-90F),Clear,After Rain,Evening,Lake,Waxworm under bobber (drift) & Cricket under bobber (twitch),Pink & Orange,Flooded brush flats & Soft-bottom zones,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Sunny,Morning,Lake,Worm under bobber (still) & Curl tail grub (drag),Chartreuse & Black,Weed edges & Gravel transitions,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Sunny,Afternoon,Lake,Inline spinner (slow roll) & Beetle spin (steady),Gold & White,Brush piles & Shaded flats,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Sunny,Evening,Lake,Waxworm under bobber (drift) & Worm on jighead (hop),Pink & Pumpkin,Dock posts & Grass pockets,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Cloudy,Morning,Lake,Curl tail grub (slow roll) & Cricket under bobber (twitch),Chartreuse & Orange,Vegetation beds & Brushy points,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Cloudy,Afternoon,Lake,Worm on jighead (lift-drop) & Beetle spin (slow roll),Pumpkin & Chartreuse,Timber zones & Flat grass,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Cloudy,Evening,Lake,Inline spinner (steady) & Waxworm under bobber (still),Silver & Pink,Back coves & Mud-bottom shelves,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Windy,Morning,Lake,Beetle spin (steady) & Worm under bobber (still),Chartreuse/black & White,Wind-blown seams & Brush flats,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Windy,Afternoon,Lake,Cricket under bobber (drift) & Curl tail grub (hop),Orange & Chartreuse,Flooded brush & Vegetation breaks,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Windy,Evening,Lake,Waxworm under bobber (twitch) & Spoon (flutter),Pink & Chrome,Weed edges & Soft-bottom ledges,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Rainy,Morning,Lake,Worm on jighead (drag) & Inline spinner (slow roll),Pumpkinseed & Gold,Dock lines & Brush transitions,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Rainy,Afternoon,Lake,Curl tail grub (drag) & Beetle spin (slow roll),Chartreuse & Black,Flat brush zones & Timber points,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,Rainy,Evening,Lake,Waxworm under bobber (drift) & Worm on jighead (hop),Pink & Natural,Grass lanes & Gravel dips,2-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,After Rain,Morning,Lake,Inline spinner (slow roll) & Cricket under bobber (twitch),Gold & Orange,Muddy transitions & Vegetation seams,2-3 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,After Rain,Afternoon,Lake,Worm under bobber (still) & Spoon (flutter),Pumpkin & Chrome,Flooded timber & Flat pockets,3-4 feet
Bluegill,Post-Spawn,Warm (80-85F),Stained,After Rain,Evening,Lake,Beetle spin (steady) & Waxworm under bobber (drift),Chartreuse & Pink,Shady breaks & Shallow brush,2-3 feet
Bluegill,Post-Spawn,Hot (85-90F),Stained,Sunny,Morning,Lake,Curl tail grub (hop-hop) & Worm on jighead (drag),Black & Chartreuse,Back coves & Grass tips,2-3 feet
Bluegill,Post-Spawn,Hot (85-90F),Stained,Sunny,Afternoon,Lake,Waxworm under bobber (twitch) & Inline spinner (steady),Pink & Gold,Timber edges & Dock ends,3-4 feet
