Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Crappie,Spawn,Mild (56-65F),Stained,Rainy,Evening,River,Jig/minnow combo (hover) & Swimbait (slow roll),White & Firetiger & Chartreuse & Blue,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Stained,After Rain,Morning,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Orange & Bone & Chartreuse & Pearl,Shallow laydowns & Submerged stumps,6-10 feet
Crappie,Spawn,Mild (56-65F),Stained,After Rain,Afternoon,River,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Pink & Orange & Glow,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Stained,After Rain,Evening,River,Tube jig (tap-lift) & Hair jig (flutter),Shad & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,6-10 feet
Crappie,Spawn,Warm (66-68F),Stained,Sunny,Morning,River,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Pink & Orange & Glow,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Sunny,Afternoon,River,Minnow under float (pause) & Inline spinner (jiggle-roll),White & Firetiger & Chartreuse & Blue,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Sunny,Evening,River,Tube jig (tap-lift) & Hair jig (flutter),Orange & Bone & Chartreuse & Pearl,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Cloudy,Morning,River,Marabou jig (pulse) & Curl tail grub (drag),Shad & Chartreuse & Monkey milk & Silver,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Cloudy,Afternoon,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Firetiger & Chartreuse & Blue,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Cloudy,Evening,River,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Pink & Orange & Glow,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Windy,Morning,River,Tube jig (tap-lift) & Hair jig (flutter),Orange & Bone & Chartreuse & Pearl,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Windy,Afternoon,River,Minnow under float (pause) & Inline spinner (jiggle-roll),Shad & Chartreuse & Monkey milk & Silver,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Windy,Evening,River,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Pink & Orange & Glow,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Rainy,Morning,River,Jig/minnow combo (hover) & Swimbait (slow roll),White & Firetiger & Chartreuse & Blue,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Rainy,Afternoon,River,Tube jig (tap-lift) & Hair jig (flutter),Shad & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,Rainy,Evening,River,Minnow under float (pause) & Inline spinner (jiggle-roll),Orange & Bone & Chartreuse & Pearl,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,After Rain,Morning,River,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Pink & Orange & Glow,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,After Rain,Afternoon,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Firetiger & Chartreuse & Blue,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Stained,After Rain,Evening,River,Jig/minnow combo (hover) & Swimbait (slow roll),Shad & Chartreuse & Monkey milk & Silver,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Mild (56-65F),Murky,Sunny,Morning,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Sunny,Afternoon,River,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Orange & Glow & White,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Sunny,Evening,River,Jig/minnow combo (hover) & Swimbait (slow roll),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Cloudy,Morning,River,Marabou jig (pulse) & Curl tail grub (drag),Firetiger & Pink & Blue & Chartreuse,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Cloudy,Afternoon,River,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Orange & Glow & White,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Cloudy,Evening,River,Tube jig (tap-lift) & Hair jig (flutter),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Windy,Morning,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Windy,Afternoon,River,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Windy,Evening,River,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Orange & Glow & White,Shallow laydowns & Submerged stumps,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Rainy,Morning,River,Marabou jig (pulse) & Curl tail grub (drag),Electric chicken & Glow & White & Orange,Shallow laydowns & Submerged stumps,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Rainy,Afternoon,River,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Orange & Glow & White,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,Rainy,Evening,River,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Pink & Blue & Chartreuse,Brush piles near channels & Gravel ledges,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,After Rain,Morning,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,After Rain,Afternoon,River,Marabou jig (pulse) & Curl tail grub (drag),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,6-10 feet
Crappie,Spawn,Mild (56-65F),Murky,After Rain,Evening,River,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,6-10 feet
Crappie,Spawn,Warm (66-68F),Murky,Sunny,Morning,River,Tube jig (tap-lift) & Hair jig (flutter),Firetiger & Pink & Blue & Chartreuse,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Sunny,Afternoon,River,Jig/minnow combo (hover) & Swimbait (slow roll),Black & Chartreuse & Gold & Red,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Sunny,Evening,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Electric chicken & Glow & White & Orange,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Cloudy,Morning,River,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Cloudy,Afternoon,River,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Pink & Blue & Chartreuse,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Cloudy,Evening,River,Minnow under float (pause) & Inline spinner (jiggle-roll),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Windy,Morning,River,Marabou jig (pulse) & Curl tail grub (drag),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Windy,Afternoon,River,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Windy,Evening,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Firetiger & Pink & Blue & Chartreuse,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Rainy,Morning,River,Jig/minnow combo (hover) & Swimbait (slow roll),Black & Chartreuse & Gold & Red,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Rainy,Afternoon,River,Marabou jig (pulse) & Curl tail grub (drag),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,Rainy,Evening,River,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,After Rain,Morning,River,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Firetiger & Pink & Blue & Chartreuse,Flooded brush fields & Backwater pockets,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,After Rain,Afternoon,River,Jig/minnow combo (hover) & Swimbait (slow roll),Black & Chartreuse & Gold & Red,Shallow laydowns & Submerged stumps,4-8 feet
Crappie,Spawn,Warm (66-68F),Murky,After Rain,Evening,River,Marabou jig (pulse) & Curl tail grub (drag),Electric chicken & Glow & White & Orange,Timber edges & Spawning flats,4-8 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Sunny,Morning,Lake,Swimbait (steady retrieve) & Tube jig (lift-drop),Shad & White & Chartreuse & Blue,Drop-offs near spawning flats & Brushy ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Sunny,Afternoon,Lake,Vertical jig (tap-pause) & Curl tail grub (drag),Blue ice & Natural & Glow & Pearl,Standing timber edges & Creek channels,10-14 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Sunny,Evening,Lake,Hair jig (hover-roll) & Minnow under float (suspend),Chartreuse & Monkey milk & Silver & Pink,Brush piles off main points & Gravel ridges,9-13 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Cloudy,Morning,Lake,Tube jig (bounce-drag) & Swimbait (pause-glide),White & Pearl & Glow & Blue,Timber-lined shelves & Deep brush pockets,8-11 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Cloudy,Afternoon,Lake,Inline spinner (roll) & Jig/minnow combo (lift),Silver & White & Blue ice & Chartreuse,Gravel slopes near channels & Stump flats,10-13 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Cloudy,Evening,Lake,Hair jig (pulse-drop) & Swimbait (steady roll),Pink & Natural & Glow & Shad,Suspended brush lines & Creek arms,9-12 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Windy,Morning,Lake,Grub jig (hop-roll) & Marabou jig (hover),Chartreuse & White & Firetiger & Glow,Windswept ledges & Deep timber cuts,10-13 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Windy,Afternoon,Lake,Vertical jig (flutter-drop) & Swimbait (pulse),Blue ice & Pearl & White & Glow,Eddies off main structure & Channel drop-offs,11-15 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Windy,Evening,Lake,Tiny tube jig (jiggle-lift) & Curl tail grub (slow roll),Natural & Chartreuse & Pink & White,Floating brush piles & Bluff walls,9-12 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Rainy,Morning,Lake,Jig/minnow combo (drag-hold) & Hair jig (pause-roll),Glow & Silver & White & Blue,Flooded ledges near structure & Channel shelves,10-14 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Rainy,Afternoon,Lake,Swimbait (jiggle-pause) & Inline spinner (hover),Chartreuse & Pearl & Monkey milk & Glow,Sloped breaklines & Stump clusters,9-12 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,Rainy,Evening,Lake,Tube jig (lift-drag) & Minnow under float (still),Pink & White & Natural & Shad,Covered flats near deep transitions,10-13 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,After Rain,Morning,Lake,Vertical jig (hover-bounce) & Grub jig (lift-tap),White & Glow & Firetiger & Blue,Submerged timber breaks & Secondary points,8-11 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,After Rain,Afternoon,Lake,Hair jig (jiggle-fall) & Swimbait (slow roll),Chartreuse & Pearl & Blue & Silver,Mid-lake drop-offs & Brushy creek turns,10-14 feet
Crappie,Post-Spawn,Warm (69-72F),Clear,After Rain,Evening,Lake,Tube jig (pulse-pause) & Inline spinner (roll),Silver & Pink & Glow & Blue ice,Gravel humps near ledges & Rocky transitions,9-12 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Sunny,Morning,Lake,Swimbait (roll-glide) & Hair jig (suspend-hop),White & Shad & Glow & Blue,Suspended brush edges & Thermocline breaks,10-13 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Sunny,Afternoon,Lake,Vertical jig (tap-drop) & Jig/minnow combo (hover),Blue ice & Natural & Silver & Pearl,Deep brush piles near channels,11-15 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Sunny,Evening,Lake,Curl tail grub (hop-glide) & Tube jig (bounce),Chartreuse & Pink & Glow & White,Timber cuts near deep structure,10-13 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Cloudy,Morning,Lake,Hair jig (roll-tap) & Swimbait (lift-hold),Pearl & Glow & Chartreuse & Blue,Submerged roadbeds & Deep grass lines,9-12 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Cloudy,Afternoon,Lake,Grub jig (flutter-lift) & Vertical jig (pause-roll),Shad & White & Glow & Pink,Long points with flooded timber,11-14 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Cloudy,Evening,Lake,Tube jig (bounce-suspend) & Spinner jig (roll),Chartreuse & Firetiger & White & Blue,Floating cover near creek bends,10-12 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Windy,Morning,Lake,Inline spinner (jig-tap) & Hair jig (hover-pause),Silver & Glow & Pink & White,Eddies below windy banks & Deep flats,9-13 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Windy,Afternoon,Lake,Swimbait (pause-drag) & Jig/minnow combo (lift),Blue & Pearl & Chartreuse & Glow,Open water brush & Drop-off edges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Windy,Evening,Lake,Vertical jig (tap-roll) & Curl tail grub (pulse),White & Firetiger & Pink & Glow,Slack-water cuts & Channel drops,9-12 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Rainy,Morning,Lake,Hair jig (hover-glide) & Spinner jig (roll),Glow & White & Chartreuse & Orange,Brush lines off main ledges & Bluff drops,10-13 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Rainy,Afternoon,Lake,Tiny tube jig (pause-jiggle) & Swimbait (steady),Chartreuse & Pearl & Natural & Blue,Suspended structure zones & Creek humps,11-14 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,Rainy,Evening,Lake,Jig/minnow combo (lift-pause) & Tube jig (roll),Silver & Pink & Glow & Monkey milk,Rocky breaklines & Main lake edges,10-13 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,After Rain,Morning,Lake,Swimbait (hop-roll) & Hair jig (pause-drag),White & Shad & Glow & Blue,Channel humps & Brushy flat corners,10-12 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,After Rain,Afternoon,Lake,Grub jig (jiggle-glide) & Vertical jig (tap),Blue ice & Natural & Chartreuse & Pink,Main lake ledges & Underwater ridges,11-15 feet
Crappie,Post-Spawn,Hot (73-75F),Clear,After Rain,Evening,Lake,Tube jig (pause-drop) & Inline spinner (roll),Chartreuse & Glow & Pearl & White,Timber structure edges & Gravel cuts,10-13 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Sunny,Morning,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Bone & Gold & Chartreuse & Shad,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Sunny,Afternoon,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Chartreuse & Monkey milk & Silver,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Sunny,Evening,Lake,Tube jig (tap-lift) & Hair jig (flutter),Firetiger & Orange & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Cloudy,Morning,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Orange & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Cloudy,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),White & Chartreuse & Monkey milk & Silver,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Cloudy,Evening,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Pink & Glow & White,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Windy,Morning,Lake,Marabou jig (pulse) & Curl tail grub (drag),Firetiger & Orange & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Windy,Afternoon,Lake,Tube jig (tap-lift) & Hair jig (flutter),White & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Windy,Evening,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Orange & Blue & Chartreuse,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Rainy,Morning,Lake,Marabou jig (pulse) & Curl tail grub (drag),Firetiger & Orange & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Rainy,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Pink & Glow & White,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,Rainy,Evening,Lake,Tube jig (tap-lift) & Hair jig (flutter),White & Chartreuse & Monkey milk & Silver,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,After Rain,Morning,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Orange & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,After Rain,Afternoon,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Stained,After Rain,Evening,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Chartreuse & Pink & Glow & White,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Sunny,Morning,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Sunny,Afternoon,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Orange & Blue & Chartreuse,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Sunny,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Pink & Glow & White,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Cloudy,Morning,Lake,Tube jig (tap-lift) & Hair jig (flutter),Bone & Gold & Chartreuse & Shad,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Cloudy,Afternoon,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),White & Chartreuse & Monkey milk & Silver,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Cloudy,Evening,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Chartreuse & Pink & Glow & White,Shallow laydowns & Submerged stumps,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Windy,Morning,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Firetiger & Orange & Blue & Chartreuse,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Windy,Afternoon,Lake,Tube jig (tap-lift) & Hair jig (flutter),White & Chartreuse & Monkey milk & Silver,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Windy,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Bone & Gold & Chartreuse & Shad,Shallow laydowns & Submerged stumps,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Rainy,Morning,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Orange & Blue & Chartreuse,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Rainy,Afternoon,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),White & Chartreuse & Monkey milk & Silver,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,Rainy,Evening,Lake,Tube jig (tap-lift) & Hair jig (flutter),Chartreuse & Pink & Glow & White,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,After Rain,Morning,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Shad & Chartreuse & Monkey milk & Silver,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,After Rain,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),Firetiger & Orange & Blue & Chartreuse,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Stained,After Rain,Evening,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Bone & Gold & Chartreuse & Shad,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Sunny,Morning,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Sunny,Afternoon,Lake,Tube jig (tap-lift) & Hair jig (flutter),Firetiger & Pink & Blue & Chartreuse,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Sunny,Evening,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Chartreuse & Orange & Glow & White,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Cloudy,Morning,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Firetiger & Pink & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Cloudy,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),Black & Chartreuse & Gold & Red,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Cloudy,Evening,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Chartreuse & Orange & Glow & White,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Windy,Morning,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Windy,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Orange & Glow & White,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Windy,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Firetiger & Pink & Blue & Chartreuse,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Rainy,Morning,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Black & Chartreuse & Gold & Red,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Rainy,Afternoon,Lake,Tube jig (tap-lift) & Hair jig (flutter),Firetiger & Pink & Blue & Chartreuse,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,Rainy,Evening,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Chartreuse & Orange & Glow & White,Shallow laydowns & Submerged stumps,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,After Rain,Morning,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Electric chicken & Glow & White & Orange,Brush piles near channels & Gravel ledges,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,After Rain,Afternoon,Lake,Marabou jig (pulse) & Curl tail grub (drag),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,8-12 feet
Crappie,Post-Spawn,Warm (69-72F),Murky,After Rain,Evening,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Firetiger & Pink & Blue & Chartreuse,Timber edges & Spawning flats,8-12 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Sunny,Morning,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Sunny,Afternoon,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Electric chicken & Glow & White & Orange,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Sunny,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Black & Chartreuse & Gold & Red,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Cloudy,Morning,Lake,Tube jig (tap-lift) & Hair jig (flutter),Firetiger & Pink & Blue & Chartreuse,Shallow laydowns & Submerged stumps,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Cloudy,Afternoon,Lake,Minnow under float (pause) & Inline spinner (jiggle-roll),Chartreuse & Orange & Glow & White,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Cloudy,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Black & Chartreuse & Gold & Red,Flooded brush fields & Backwater pockets,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Windy,Morning,Lake,Jig/minnow combo (hover) & Swimbait (slow roll),Firetiger & Pink & Blue & Chartreuse,Timber edges & Spawning flats,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Windy,Afternoon,Lake,Vertical jig (lift-drop) & Spinner jig (steady retrieve),Electric chicken & Glow & White & Orange,Brush piles near channels & Gravel ledges,10-15 feet
Crappie,Post-Spawn,Hot (73-75F),Murky,Windy,Evening,Lake,Marabou jig (pulse) & Curl tail grub (drag),Chartreuse & Orange & Glow & White,Flooded brush fields & Backwater pockets,10-15 feet
